descuento_1,descuento_2,campo_vacio_1,producto,campo_vacio_2,campo_vacio_3,precio_sin_descuento,precio,precio_por_k,link,imagen,fecha_scrapeo
,,,Snack Sabor Queso Crema Cheetos 85 Gr.,,,,$ 3.200,Agregar,"Precio por 1 Kg $ 37.647,06",https://ardiaprod.vtexassets.com/arquivos/ids/308115-500-auto?v=638599339144000000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceite de Oliva Extra Virgen Cañuelas 500 Ml.,,,,$ 15.215,Agregar,Precio por 1 LT $ 30.430,https://ardiaprod.vtexassets.com/arquivos/ids/352675-500-auto?v=638859585781500000&width=500&height=auto&aspect=true,2025-08-30
,,,Papas Fritas Pay Dia 140 Gr.,,,,$ 2.200,Agregar,"Precio por 1 Kg $ 15.714,29",https://ardiaprod.vtexassets.com/arquivos/ids/340943-500-auto?v=638706306594800000&width=500&height=auto&aspect=true,2025-08-30
,,,Talitas Pipas Crack 100 Gr.,,,,$ 1.385,Agregar,"Precio por 1 Kg $ 4.196,97",https://ardiaprod.vtexassets.com/arquivos/ids/344434-500-auto?v=638786813286800000&width=500&height=auto&aspect=true,2025-08-30
,,,Nachos Sabor A Queso Doritos X 77 Gr.,,,,$ 3.200,Agregar,"Precio por 1 Kg $ 41.558,44",https://ardiaprod.vtexassets.com/arquivos/ids/328783-500-auto?v=638599626727170000&width=500&height=auto&aspect=true,2025-08-30
,,,Vinagre de Manzana Menoyo 500 Ml.,,,,$ 2.050,Agregar,Precio por 1 LT $ 4.100,https://ardiaprod.vtexassets.com/arquivos/ids/308245-500-auto?v=638599340922730000&width=500&height=auto&aspect=true,2025-08-30
,,,Pure De Papa Receta Tradicional Mama Cocina 100 Gr.,,,,$ 2.475,Agregar,Precio por 1 Kg $ 24.750,https://ardiaprod.vtexassets.com/arquivos/ids/328914-500-auto?v=638599628981400000&width=500&height=auto&aspect=true,2025-08-30
,,,Flan Royal Vainilla 60 Gr.,,,,$ 1.175,Agregar,"Precio por 1 Kg $ 19.583,33",https://ardiaprod.vtexassets.com/arquivos/ids/312649-500-auto?v=638732407691270000&width=500&height=auto&aspect=true,2025-08-30
,,,Sal Entrefina Paquete Celusal 500 Gr.,,,,$ 1.450,Agregar,Precio por 1 Kg $ 2.900,https://ardiaprod.vtexassets.com/arquivos/ids/349695-500-auto?v=638816899416570000&width=500&height=auto&aspect=true,2025-08-30
,,,Alfajor DIA Glaseado 40 Gr.,,,,$ 590,Agregar,"Precio por 10 Gr $ 147,50",https://ardiaprod.vtexassets.com/arquivos/ids/337496-500-auto?v=638665699360530000&width=500&height=auto&aspect=true,2025-08-30
,,,Flan en Sobre Exquisita Dulce de Leche 40 Gr.,,,,$ 1.150,Agregar,"Precio por 10 Gr $ 287,50",https://ardiaprod.vtexassets.com/arquivos/ids/356721-500-auto?v=638915399840800000&width=500&height=auto&aspect=true,2025-08-30
,,,Pionono Dia 150 Gr.,,,,$ 1.590,Agregar,Precio por 1 Kg $ 10.600,https://ardiaprod.vtexassets.com/arquivos/ids/309391-500-auto?v=638823327238630000&width=500&height=auto&aspect=true,2025-08-30
,,,Caldo De Gallina Maggi X 12 Ud.,,,,$ 1.500,Agregar,"Precio por 1 Kg $ 13.157,89",https://ardiaprod.vtexassets.com/arquivos/ids/354783-500-auto?v=638887749305500000&width=500&height=auto&aspect=true,2025-08-30
,,,Gelatina Cereza Regular Forti Exquisita 40 Gr.,,,,$ 1.150,Agregar,"Precio por 10 Gr $ 287,50",https://ardiaprod.vtexassets.com/arquivos/ids/308450-500-auto?v=638599343683330000&width=500&height=auto&aspect=true,2025-08-30
,,,Sopa Instantánea Knorr Quick Zapallo Balance Sobres 5 Ud.,,,,$ 2.855,Agregar,"Precio por 10 Gr $ 613,98",https://ardiaprod.vtexassets.com/arquivos/ids/341386-500-auto?v=638708905077930000&width=500&height=auto&aspect=true,2025-08-30
,,,Baño de Reposteria Semiamargo DIA 150 Gr.,,,,$ 2.045,Agregar,"Precio por 1 Kg $ 13.633,33",https://ardiaprod.vtexassets.com/arquivos/ids/310295-500-auto?v=638599369589700000&width=500&height=auto&aspect=true,2025-08-30
,,,Nuez Moscada Molida DIA 25 Gr.,,,,$ 1.800,Agregar,Precio por 10 Gr $ 720,https://ardiaprod.vtexassets.com/arquivos/ids/324918-500-auto?v=638599575211530000&width=500&height=auto&aspect=true,2025-08-30
,,,Harina para Pizza y Panes DIA 1 Kg.,,,,$ 1.290,Agregar,Precio por 1 Kg $ 1.290,https://ardiaprod.vtexassets.com/arquivos/ids/314271-500-auto?v=638599425574930000&width=500&height=auto&aspect=true,2025-08-30
,,,Guiso de Lentejas Dia 200 Gr.,,,,$ 2.700,Agregar,Precio por 1 Kg $ 13.500,https://ardiaprod.vtexassets.com/arquivos/ids/349497-500-auto?v=638810847779170000&width=500&height=auto&aspect=true,2025-08-30
,,,Flautita 80 Gr.,,,,$ 430,Agregar,"Precio por 1 Kg $ 4.777,78",https://ardiaprod.vtexassets.com/arquivos/ids/324300-500-auto?v=638599566934130000&width=500&height=auto&aspect=true,2025-08-30
,,,"Gomitas Sabor Frutas Acidas Bubbaloo 16,5 Gr.",,,,$ 460,Agregar,"Precio por 1 Kg $ 27.878,79",https://ardiaprod.vtexassets.com/arquivos/ids/337302-500-auto?v=638661374574000000&width=500&height=auto&aspect=true,2025-08-30
,,,Jugo de Limón Minerva 1 Lt.,,,,$ 4.000,Agregar,Precio por 1 LT $ 4.000,https://ardiaprod.vtexassets.com/arquivos/ids/350620-500-auto?v=638827340339700000&width=500&height=auto&aspect=true,2025-08-30
,,,Galletitas Pancitos Jamon Horneados Snack Dia 70 Gr.,,,,$ 795,Agregar,"Precio por 1 Kg $ 11.357,14",https://ardiaprod.vtexassets.com/arquivos/ids/341808-500-auto?v=638708910451400000&width=500&height=auto&aspect=true,2025-08-30
,,,Merengue Mediano Blanco 130 Gr.,,,,$ 1.590,Agregar,"Precio por 1 Kg $ 12.230,77",https://ardiaprod.vtexassets.com/arquivos/ids/328742-500-auto?v=638599626117170000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceituna Verde Descarozada Castell 140 Gr.,,,,$ 3.420,Agregar,"Precio por 1 Kg $ 24.428,57",https://ardiaprod.vtexassets.com/arquivos/ids/333713-500-auto?v=638623702754270000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa Liviana Doypack Hellmanns 950 Gr.,,,,$ 4.885,Agregar,"Precio por 1 LT $ 5.142,11",https://ardiaprod.vtexassets.com/arquivos/ids/311836-500-auto?v=638599391725400000&width=500&height=auto&aspect=true,2025-08-30
,,,Mani Pelado Y Salado Dia 500 Gr.,,,,$ 4.690,Agregar,Precio por 1 Kg $ 9.380,https://ardiaprod.vtexassets.com/arquivos/ids/350771-500-auto?v=638828993341300000&width=500&height=auto&aspect=true,2025-08-30
,,,Papas Fritas Tradicionales Krachitos 165 Gr.,,,,$ 3.185,Agregar,"Precio por 1 Kg $ 19.303,03",https://ardiaprod.vtexassets.com/arquivos/ids/340069-500-auto?v=638786811754600000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan de molde Delipan Blanco lacteado 600 Gr.,,,,$ 3.275,Agregar,"Precio por 1 Kg $ 5.458,33",https://ardiaprod.vtexassets.com/arquivos/ids/319378-500-auto?v=638599503103600000&width=500&height=auto&aspect=true,2025-08-30
,,,Sopa Crema Knorr De Vegetales 60 Gr.,,,,$ 2.140,Agregar,"Precio por 1 Kg $ 35.666,67",https://ardiaprod.vtexassets.com/arquivos/ids/348740-500-auto?v=638794442613230000&width=500&height=auto&aspect=true,2025-08-30
,,,Harina 000 Pureza Ultra Refinada 1 Kg.,,,,$ 1.050,Agregar,Precio por 1 Kg $ 1.050,https://ardiaprod.vtexassets.com/arquivos/ids/313391-500-auto?v=638599413720700000&width=500&height=auto&aspect=true,2025-08-30
,,,Barbacoa Danica 220 Gr.,,,,$ 1.375,Agregar,Precio por 1 Kg $ 6.250,https://ardiaprod.vtexassets.com/arquivos/ids/329274-500-auto?v=638599633770430000&width=500&height=auto&aspect=true,2025-08-30
,,,Budín Chocolate 250 Gr.,,,,$ 1.740,Agregar,"Precio por 1 Kg $ 7.909,09",https://ardiaprod.vtexassets.com/arquivos/ids/318084-500-auto?v=638599483955000000&width=500&height=auto&aspect=true,2025-08-30
,,,Palitos Salados Sabor Panceta Pep X 120 Gr.,,,,$ 2.800,Agregar,"Precio por 1 Kg $ 23.333,33",https://ardiaprod.vtexassets.com/arquivos/ids/346840-500-auto?v=638761617190370000&width=500&height=auto&aspect=true,2025-08-30
,,,Capelettini Jamón y Queso Lucchetti 500 Gr.,,,,$ 4.725,Agregar,Precio por 1 Kg $ 9.450,https://ardiaprod.vtexassets.com/arquivos/ids/312663-500-auto?v=638599403659130000&width=500&height=auto&aspect=true,2025-08-30
,,,Chocolate Taza Billiken 100 Gr.,,,,$ 2.800,Agregar,Precio por 1 Kg $ 28.000,https://ardiaprod.vtexassets.com/arquivos/ids/330955-500-auto?v=638599655832030000&width=500&height=auto&aspect=true,2025-08-30
,,,Chocolate Taza Arcor 100 Gr.,,,,$ 3.450,Agregar,Precio por 1 Kg $ 34.500,https://ardiaprod.vtexassets.com/arquivos/ids/345788-500-auto?v=638786871164800000&width=500&height=auto&aspect=true,2025-08-30
,,,Jardinera Sin Sal Dia 300 Gr.,,,,$ 1.150,Agregar,"Precio por 1 Kg $ 3.833,33",https://ardiaprod.vtexassets.com/arquivos/ids/340514-500-auto?v=638701120993330000&width=500&height=auto&aspect=true,2025-08-30
,,,Sopa Instantanea Balance Vegetales Quick Knorr 50 Gr.,,,,$ 2.855,Agregar,Precio por 1 Kg $ 57.100,https://ardiaprod.vtexassets.com/arquivos/ids/355463-500-auto?v=638896388395370000&width=500&height=auto&aspect=true,2025-08-30
,,,Palitos Salados Pehuamar X 165 Gr.,,,,$ 2.900,Agregar,"Precio por 1 Kg $ 17.575,76",https://ardiaprod.vtexassets.com/arquivos/ids/346858-500-auto?v=638761617410130000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Doble Carolina Gallo 500 Gr.,,,,$ 2.200,Agregar,Precio por 1 Kg $ 4.400,https://ardiaprod.vtexassets.com/arquivos/ids/310211-500-auto?v=638862989331200000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Blanco Doble Calidad 0000 Dia 1 Kg.,,,,$ 2.700,Agregar,Precio por KG $ 2.700,https://ardiaprod.vtexassets.com/arquivos/ids/350797-500-auto?v=638829856348130000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa Vegana Hellmanns 250 Gr.,,,,$ 1.760,Agregar,Precio por 1 Kg $ 7.040,https://ardiaprod.vtexassets.com/arquivos/ids/318314-500-auto?v=638599487668970000&width=500&height=auto&aspect=true,2025-08-30
,,,Sopa Instantánea DIA Zapallo 50 Gr.,,,,$ 1.900,Agregar,Precio por 1 Kg $ 38.000,https://ardiaprod.vtexassets.com/arquivos/ids/340488-500-auto?v=638701120643400000&width=500&height=auto&aspect=true,2025-08-30
,,,Alfajor DIA Chocolate 55 Gr.,,,,$ 750,Agregar,"Precio por KG $ 13.636,36",https://ardiaprod.vtexassets.com/arquivos/ids/315757-500-auto?v=638599446457400000&width=500&height=auto&aspect=true,2025-08-30
,,,Pimienta Negra En Granos Dia 25 Gr.,,,,$ 1.200,Agregar,Precio por 10 Gr $ 480,https://ardiaprod.vtexassets.com/arquivos/ids/341877-500-auto?v=638708911336600000&width=500&height=auto&aspect=true,2025-08-30
,,,Arvejas Secas La Campagnola 300 Gr.,,,,$ 1.220,Agregar,"Precio por 1 Kg $ 4.066,67",https://ardiaprod.vtexassets.com/arquivos/ids/348407-500-auto?v=638793570127930000&width=500&height=auto&aspect=true,2025-08-30
,,,Papas Fritas Corte Americano Krachitos 105 Gr.,,,,$ 2.340,Agregar,"Precio por 1 Kg $ 22.285,71",https://ardiaprod.vtexassets.com/arquivos/ids/340072-500-auto?v=638786811874870000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan de Molde Noly Salvado 315 Gr.,,,,$ 2.445,Agregar,"Precio por 1 Kg $ 7.761,90",https://ardiaprod.vtexassets.com/arquivos/ids/321418-500-auto?v=638599530664070000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan para Pancho 390 Gr.,,,,$ 2.490,Agregar,"Precio por 1 Kg $ 6.384,62",https://ardiaprod.vtexassets.com/arquivos/ids/319291-500-auto?v=638599501731870000&width=500&height=auto&aspect=true,2025-08-30
,,,Batatas Fritas Slices Terra 65 Gr.,,,,$ 1.075,Agregar,"Precio por 1 Kg $ 16.538,46",https://ardiaprod.vtexassets.com/arquivos/ids/326292-500-auto?v=638754989759270000&width=500&height=auto&aspect=true,2025-08-30
,,,Tableta Vauquita Light 22 Gr.,,,,$ 565,Agregar,"Precio por 10 Gr $ 256,82",https://ardiaprod.vtexassets.com/arquivos/ids/313004-500-auto?v=638599408350100000&width=500&height=auto&aspect=true,2025-08-30
,,,Nachos De Maíz Tostitos X 77 Gr.,,,,$ 2.800,Agregar,"Precio por 1 Kg $ 36.363,64",https://ardiaprod.vtexassets.com/arquivos/ids/328784-500-auto?v=638599626743000000&width=500&height=auto&aspect=true,2025-08-30
,,,Caldo de Carne En Cubos x 12 Ud Dia 144 Gr.,,,,$ 1.250,Agregar,"Precio por 1 Kg $ 10.964,91",https://ardiaprod.vtexassets.com/arquivos/ids/340458-500-auto?v=638786813397970000&width=500&height=auto&aspect=true,2025-08-30
,,,Sopa Instantánea DIA Choclo 50 Gr.,,,,$ 1.900,Agregar,Precio por 1 Kg $ 38.000,https://ardiaprod.vtexassets.com/arquivos/ids/340492-500-auto?v=638701120678170000&width=500&height=auto&aspect=true,2025-08-30
,,,Budín Marmolado 220 Gr.,,,,$ 1.740,Agregar,"Precio por 1 Kg $ 7.909,09",https://ardiaprod.vtexassets.com/arquivos/ids/341643-500-auto?v=638708908327400000&width=500&height=auto&aspect=true,2025-08-30
,,,Choclo Cremoso La Campagnola 300 Gr.,,,,$ 1.835,Agregar,"Precio por 1 Kg $ 6.116,67",https://ardiaprod.vtexassets.com/arquivos/ids/323063-500-auto?v=638599551393370000&width=500&height=auto&aspect=true,2025-08-30
,,,Gelatina Regular Durazno Forti Exquisita 40 Gr.,,,,$ 1.150,Agregar,"Precio por 10 Gr $ 287,50",https://ardiaprod.vtexassets.com/arquivos/ids/309529-500-auto?v=638599358550470000&width=500&height=auto&aspect=true,2025-08-30
,,,Atún en Aceite La Campagnola 170 Gr.,,,,$ 4.800,Agregar,"Precio por 1 Kg $ 28.235,29",https://ardiaprod.vtexassets.com/arquivos/ids/346338-500-auto?v=638755554851400000&width=500&height=auto&aspect=true,2025-08-30
,,,Aderezo a base de Mostaza DIA 220 Gr.,,,,$ 890,Agregar,"Precio por 1 Kg $ 4.045,45",https://ardiaprod.vtexassets.com/arquivos/ids/334286-500-auto?v=638634079475000000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa Menoyo Original Sin Tacc 900 Ml.,,,,$ 2.800,Agregar,"Precio por 1 LT $ 3.111,11",https://ardiaprod.vtexassets.com/arquivos/ids/323573-500-auto?v=638599557607570000&width=500&height=auto&aspect=true,2025-08-30
,,,Bizcochuelo De Vainilla Fortificado Emeth 450 Gr.,,,,$ 1.330,Agregar,"Precio por 1 Kg $ 2.955,56",https://ardiaprod.vtexassets.com/arquivos/ids/342077-500-auto?v=638708913624430000&width=500&height=auto&aspect=true,2025-08-30
,,,Aceite Oliva Virgen Extra Clasico Nucete 250 Ml,,,,$ 7.725,Agregar,Precio por 1 LT $ 30.900,https://ardiaprod.vtexassets.com/arquivos/ids/348966-500-auto?v=638797028385870000&width=500&height=auto&aspect=true,2025-08-30
,,,Alfajor Fantoche Triple Day 85 Gr.,,,,$ 950,Agregar,"Precio por 1 Kg $ 11.176,47",https://ardiaprod.vtexassets.com/arquivos/ids/330755-500-auto?v=638599653440500000&width=500&height=auto&aspect=true,2025-08-30
,,,Semola Nutritiv Max Vitina 500 Gr.,,,,$ 3.035,Agregar,Precio por 1 Kg $ 6.070,https://ardiaprod.vtexassets.com/arquivos/ids/330543-500-auto?v=638599650629400000&width=500&height=auto&aspect=true,2025-08-30
,,,Nachos De Maíz Tostitos X 129 Gr.,,,,$ 4.400,Agregar,"Precio por 1 Kg $ 34.108,53",https://ardiaprod.vtexassets.com/arquivos/ids/328808-500-auto?v=638599627079970000&width=500&height=auto&aspect=true,2025-08-30
,,,Budín de Vainilla 220 Gr.,,,,$ 1.740,Agregar,"Precio por 1 Kg $ 7.909,09",https://ardiaprod.vtexassets.com/arquivos/ids/319051-500-auto?v=638599498388500000&width=500&height=auto&aspect=true,2025-08-30
,,,Arvejas Partidas Dia 500 Gr.,,,,$ 2.000,Agregar,Precio por 1 Kg $ 5.000,https://ardiaprod.vtexassets.com/arquivos/ids/344496-500-auto?v=638739135806800000&width=500&height=auto&aspect=true,2025-08-30
,,,Tostadas Sin Sal Con Vitaminas Molinos Ala 150 Gr.,,,,$ 2.165,Agregar,"Precio por 1 Kg $ 14.433,33",https://ardiaprod.vtexassets.com/arquivos/ids/332451-500-auto?v=638619039731270000&width=500&height=auto&aspect=true,2025-08-30
,,,Papas Fritas Tradicionales Krachitos 105 Gr.,,,,$ 2.340,Agregar,"Precio por 1 Kg $ 22.285,71",https://ardiaprod.vtexassets.com/arquivos/ids/340065-500-auto?v=638786810518370000&width=500&height=auto&aspect=true,2025-08-30
,,,Postre en Polvo Dulce de Leche Exquisita 80 Gr.,,,,$ 1.150,Agregar,Precio por 1 Kg $ 14.375,https://ardiaprod.vtexassets.com/arquivos/ids/356705-500-auto?v=638915399632300000&width=500&height=auto&aspect=true,2025-08-30
,,,Condimento Sabor al Horno Knorr Limón y Orégano 21 Gr.,,,,$ 2.750,Agregar,"Precio por 1 Kg $ 130.952,38",https://ardiaprod.vtexassets.com/arquivos/ids/312528-500-auto?v=638823956693830000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan de molde Salvado DIA 360 Gr.,,,,$ 2.575,Agregar,"Precio por 1 Kg $ 7.152,78",https://ardiaprod.vtexassets.com/arquivos/ids/340351-500-auto?v=638696796368000000&width=500&height=auto&aspect=true,2025-08-30
,,,Mousse De Chocolate Exquisita 95 Gr.,,,,$ 2.300,Agregar,Precio por 1 Kg $ 2.421.053,https://ardiaprod.vtexassets.com/arquivos/ids/308628-500-auto?v=638599346309030000&width=500&height=auto&aspect=true,2025-08-30
,,,Bizcochuelo De Chocolate Fortificado Emeth 450 Gr.,,,,$ 1.450,Agregar,"Precio por 1 Kg $ 3.222,22",https://ardiaprod.vtexassets.com/arquivos/ids/342076-500-auto?v=638708913609730000&width=500&height=auto&aspect=true,2025-08-30
,,,Salsa Golf Sin Tacc Hellmanns 250 Gr.,,,,$ 2.325,Agregar,Precio por 1 Kg $ 9.300,https://ardiaprod.vtexassets.com/arquivos/ids/330121-500-auto?v=638599644674100000&width=500&height=auto&aspect=true,2025-08-30
,,,Caballa al Natural La Campagnola 300 Gr.,,,,$ 3.050,Agregar,"Precio por 1 Kg $ 10.166,67",https://ardiaprod.vtexassets.com/arquivos/ids/349700-500-auto?v=638816899511470000&width=500&height=auto&aspect=true,2025-08-30
,,,Maní Japonés Original Dia 65 Gr.,,,,$ 1.800,Agregar,"Precio por 1 Kg $ 27.692,31",https://ardiaprod.vtexassets.com/arquivos/ids/350883-500-auto?v=638833325319070000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Flauta X 1 Ud.,,,,$ 430,Agregar,"Precio por 1 Kg $ 5.058,82",https://ardiaprod.vtexassets.com/arquivos/ids/341614-500-auto?v=638708907895530000&width=500&height=auto&aspect=true,2025-08-30
,,,Pasta Mbox Quesos Menu Box 64 Gr.,,,,$ 2.880,Agregar,Precio por 1 Kg $ 45.000,https://ardiaprod.vtexassets.com/arquivos/ids/332066-500-auto?v=638616524215370000&width=500&height=auto&aspect=true,2025-08-30
,,,Huevo de Pascua Kinder Azul 20 Gr.,,,,$ 1.990,Agregar,Precio por 1 Kg $ 99.500,https://ardiaprod.vtexassets.com/arquivos/ids/347455-500-auto?v=638780676570770000&width=500&height=auto&aspect=true,2025-08-30
,,,Gelatina Regular Naranja Forti Exquisita 40 Gr.,,,,$ 1.150,Agregar,"Precio por 10 Gr $ 287,50",https://ardiaprod.vtexassets.com/arquivos/ids/309526-500-auto?v=638599358520570000&width=500&height=auto&aspect=true,2025-08-30
,,,Sal Entrefina Celusal para Parrilla 1 Kg.,,,,$ 2.240,Agregar,Precio por 1 Kg $ 2.240,https://ardiaprod.vtexassets.com/arquivos/ids/309457-500-auto?v=638599357495600000&width=500&height=auto&aspect=true,2025-08-30
,,,Hummus con Aceite de Oliva sin TACC Kyros 230gr.,,,,$ 3.699,Agregar,"Precio por 1 Kg $ 16.082,61",https://ardiaprod.vtexassets.com/arquivos/ids/327812-500-auto?v=638599613065970000&width=500&height=auto&aspect=true,2025-08-30
,,,Yamaní Primavera Dia 185 Gr.,,,,$ 2.700,Agregar,Precio por 1 Kg $ 13.500,https://ardiaprod.vtexassets.com/arquivos/ids/349488-500-auto?v=638810847666630000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Carnaroli Gallo Oro 1 Kg.,,,,$ 3.280,Agregar,Precio por 1 Kg $ 6.560,https://ardiaprod.vtexassets.com/arquivos/ids/351304-500-auto?v=638840399008870000&width=500&height=auto&aspect=true,2025-08-30
,,,Baño de Respotería DIA con Leche 150 Gr.,,,,$ 2.050,Agregar,"Precio por 1 Kg $ 13.666,67",https://ardiaprod.vtexassets.com/arquivos/ids/323658-500-auto?v=638599558765170000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan de Pancho Fargo 6 Ud.,,,,$ 2.650,Agregar,"Precio por 1 Kg $ 12.619,05",https://ardiaprod.vtexassets.com/arquivos/ids/354821-500-auto?v=638887749782630000&width=500&height=auto&aspect=true,2025-08-30
,,,Harina Leudante Caserita 1 Kg.,,,,$ 1.270,Agregar,Precio por 1 Kg $ 1.270,https://ardiaprod.vtexassets.com/arquivos/ids/355073-500-auto?v=638893885655230000&width=500&height=auto&aspect=true,2025-08-30
,,,Ketchup Danica 220 Gr.,,,,$ 1.190,Agregar,"Precio por 1 Kg $ 5.409,09",https://ardiaprod.vtexassets.com/arquivos/ids/329335-500-auto?v=638599634481770000&width=500&height=auto&aspect=true,2025-08-30
,,,Semillas de Chía Enteras 100 Gr.,,,,$ 1.690,Agregar,Precio por KG $ 16.900,https://ardiaprod.vtexassets.com/arquivos/ids/315355-500-auto?v=638599440788070000&width=500&height=auto&aspect=true,2025-08-30
,,,Maní Japonés Jamón Dia 65 Gr.,,,,$ 1.800,Agregar,"Precio por 1 Kg $ 27.692,31",https://ardiaprod.vtexassets.com/arquivos/ids/350892-500-auto?v=638833325428230000&width=500&height=auto&aspect=true,2025-08-30
,,,Mayonesa DIA 220 Ml.,,,,$ 790,Agregar,"Precio por 1 Kg $ 3.361,70",https://ardiaprod.vtexassets.com/arquivos/ids/307674-500-auto?v=638599333277600000&width=500&height=auto&aspect=true,2025-08-30
,,,Hellmanns Mayonesa Tipo Casera 232 Gr.,,,,$ 2.310,Agregar,"Precio por 1 Kg $ 9.956,90",https://ardiaprod.vtexassets.com/arquivos/ids/318078-500-auto?v=638599483855670000&width=500&height=auto&aspect=true,2025-08-30
,,,Mostaza Danica 220 Gr,,,,$ 765,Agregar,"Precio por 1 Kg $ 3.477,27",https://ardiaprod.vtexassets.com/arquivos/ids/309228-500-auto?v=638599354245930000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan de Molde Blanco Noly Liviano 315 Gr.,,,,$ 2.335,Agregar,"Precio por 1 Kg $ 7.412,70",https://ardiaprod.vtexassets.com/arquivos/ids/321417-500-auto?v=638599530649570000&width=500&height=auto&aspect=true,2025-08-30
,,,Tic Tac Menta 16 Gr.,,,,$ 750,Agregar,Precio por 1 Kg $ 46.875,https://ardiaprod.vtexassets.com/arquivos/ids/309816-500-auto?v=638786814941700000&width=500&height=auto&aspect=true,2025-08-30
,,,Tic Tac Mix Frutal 16 Gr.,,,,$ 750,Agregar,Precio por 1 Kg $ 46.875,https://ardiaprod.vtexassets.com/arquivos/ids/316344-500-auto?v=638780737921030000&width=500&height=auto&aspect=true,2025-08-30
,,,Hummus Remolacha Kyros 230 Gr.,,,,$ 3.699,Agregar,"Precio por 1 Kg $ 16.082,61",https://ardiaprod.vtexassets.com/arquivos/ids/338988-500-auto?v=638786868871230000&width=500&height=auto&aspect=true,2025-08-30
,,,Anchoas DIA 90 Gr.,,,,$ 5.990,Agregar,"Precio por 1 Kg $ 66.555,56",https://ardiaprod.vtexassets.com/arquivos/ids/323395-500-auto?v=638599555735900000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan Rallado DIA 500 Gr.,,,,$ 1.060,Agregar,Precio por 1 Kg $ 2.120,https://ardiaprod.vtexassets.com/arquivos/ids/311484-500-auto?v=638599387132430000&width=500&height=auto&aspect=true,2025-08-30
,,,Falafel Clasico Natural Pop 210 Gr.,,,,$ 1.590,Agregar,"Precio por 1 Kg $ 7.571,43",https://ardiaprod.vtexassets.com/arquivos/ids/328932-500-auto?v=638599629242770000&width=500&height=auto&aspect=true,2025-08-30
,,,Papas Fritas Acanaladas Pehuamar 230 Gr.,,,,$ 5.400,Agregar,"Precio por 1 Kg $ 23.478,26",https://ardiaprod.vtexassets.com/arquivos/ids/355586-500-auto?v=638899843160570000&width=500&height=auto&aspect=true,2025-08-30
,,,Premezcla Para Chipá Dia 250 Gr.,,,,$ 2.500,Agregar,Precio por 1 Kg $ 10.000,https://ardiaprod.vtexassets.com/arquivos/ids/354969-500-auto?v=638889473059370000&width=500&height=auto&aspect=true,2025-08-30
,,,Pan con Semillas Lactal 330 Gr.,,,,$ 3.735,Agregar,"Precio por 1 Kg $ 11.318,18",https://ardiaprod.vtexassets.com/arquivos/ids/354683-500-auto?v=638887748255670000&width=500&height=auto&aspect=true,2025-08-30
,,,Nueces Peladas Dia 100 Gr.,,,,$ 4.590,Agregar,Precio por 1 Kg $ 45.900,https://ardiaprod.vtexassets.com/arquivos/ids/350772-500-auto?v=638828993357030000&width=500&height=auto&aspect=true,2025-08-30
,,,Nestlé Choco Trio Cookies & Cream X 90 Gr.,,,,$ 4.430,Agregar,"Precio por 1 Kg $ 49.222,22",https://ardiaprod.vtexassets.com/arquivos/ids/353663-500-auto?v=638871334409700000&width=500&height=auto&aspect=true,2025-08-30
,,,Hummus Clásico Sin Tacc Kyros 230 Gr.,,,,$ 3.699,Agregar,"Precio por 1 Kg $ 16.082,61",https://ardiaprod.vtexassets.com/arquivos/ids/342015-500-auto?v=638708912918900000&width=500&height=auto&aspect=true,2025-08-30
,,,Sal Fina Celusal de mesa 500 Gr.,,,,$ 3.765,Agregar,Precio por 1 Kg $ 7.530,https://ardiaprod.vtexassets.com/arquivos/ids/307495-500-auto?v=638599330998000000&width=500&height=auto&aspect=true,2025-08-30
,,,Arroz Largo Fino Máximo 500 Gr.,,,,$ 800,Agregar,Precio por 1 Kg $ 1.600,https://ardiaprod.vtexassets.com/arquivos/ids/321879-500-auto?v=638599536740330000&width=500&height=auto&aspect=true,2025-08-30
,,,Semillas de Girasol peladas La Sanjuanita 100 Gr.,,,,$ 1.290,Agregar,Precio por 1 Kg $ 12.900,https://ardiaprod.vtexassets.com/arquivos/ids/315366-500-auto?v=638599440979300000&width=500&height=auto&aspect=true,2025-08-30
,,,Premezcla Budín Chocolate Exquisita 300 Gr.,,,,$ 2.520,Agregar,Precio por 1 Kg $ 8.400,https://ardiaprod.vtexassets.com/arquivos/ids/309610-500-auto?v=638599359796030000&width=500&height=auto&aspect=true,2025-08-30
